Model,Run,Train MSE,Train R2,Train RMSE,Train MAPE,Test MSE,Test R2,Test RMSE,Test MAPE
lr,1,1.2764471972293907,0.6621353817522858,1.1297996270265762,0.9801040572206369,1.052715334135829,0.765019833337995,1.0260191685031177,0.7663046222451568
lr,2,1.2764471972293907,0.6621353817522858,1.1297996270265762,0.9801040572206369,1.052715334135829,0.765019833337995,1.0260191685031177,0.7663046222451568
lr,3,1.2764471972293907,0.6621353817522858,1.1297996270265762,0.9801040572206369,1.052715334135829,0.765019833337995,1.0260191685031177,0.7663046222451568
lr,4,1.2764471972293907,0.6621353817522858,1.1297996270265762,0.9801040572206369,1.052715334135829,0.765019833337995,1.0260191685031177,0.7663046222451568
lr,5,1.2764471972293907,0.6621353817522858,1.1297996270265762,0.9801040572206369,1.052715334135829,0.765019833337995,1.0260191685031177,0.7663046222451568
lr,6,1.2764471972293907,0.6621353817522858,1.1297996270265762,0.9801040572206369,1.052715334135829,0.765019833337995,1.0260191685031177,0.7663046222451568
lr,7,1.2764471972293907,0.6621353817522858,1.1297996270265762,0.9801040572206369,1.052715334135829,0.765019833337995,1.0260191685031177,0.7663046222451568
lr,8,1.2764471972293907,0.6621353817522858,1.1297996270265762,0.9801040572206369,1.052715334135829,0.765019833337995,1.0260191685031177,0.7663046222451568
lr,9,1.2764471972293907,0.6621353817522858,1.1297996270265762,0.9801040572206369,1.052715334135829,0.765019833337995,1.0260191685031177,0.7663046222451568
lr,10,1.2764471972293907,0.6621353817522858,1.1297996270265762,0.9801040572206369,1.052715334135829,0.765019833337995,1.0260191685031177,0.7663046222451568
lr,11,1.2764471972293907,0.6621353817522858,1.1297996270265762,0.9801040572206369,1.052715334135829,0.765019833337995,1.0260191685031177,0.7663046222451568
lr,12,1.2764471972293907,0.6621353817522858,1.1297996270265762,0.9801040572206369,1.052715334135829,0.765019833337995,1.0260191685031177,0.7663046222451568
lr,13,1.2764471972293907,0.6621353817522858,1.1297996270265762,0.9801040572206369,1.052715334135829,0.765019833337995,1.0260191685031177,0.7663046222451568
lr,14,1.2764471972293907,0.6621353817522858,1.1297996270265762,0.9801040572206369,1.052715334135829,0.765019833337995,1.0260191685031177,0.7663046222451568
lr,15,1.2764471972293907,0.6621353817522858,1.1297996270265762,0.9801040572206369,1.052715334135829,0.765019833337995,1.0260191685031177,0.7663046222451568
lr,16,1.2764471972293907,0.6621353817522858,1.1297996270265762,0.9801040572206369,1.052715334135829,0.765019833337995,1.0260191685031177,0.7663046222451568
lr,17,1.2764471972293907,0.6621353817522858,1.1297996270265762,0.9801040572206369,1.052715334135829,0.765019833337995,1.0260191685031177,0.7663046222451568
lr,18,1.2764471972293907,0.6621353817522858,1.1297996270265762,0.9801040572206369,1.052715334135829,0.765019833337995,1.0260191685031177,0.7663046222451568
lr,19,1.2764471972293907,0.6621353817522858,1.1297996270265762,0.9801040572206369,1.052715334135829,0.765019833337995,1.0260191685031177,0.7663046222451568
lr,20,1.2764471972293907,0.6621353817522858,1.1297996270265762,0.9801040572206369,1.052715334135829,0.765019833337995,1.0260191685031177,0.7663046222451568
lr,21,1.2764471972293907,0.6621353817522858,1.1297996270265762,0.9801040572206369,1.052715334135829,0.765019833337995,1.0260191685031177,0.7663046222451568
lr,22,1.2764471972293907,0.6621353817522858,1.1297996270265762,0.9801040572206369,1.052715334135829,0.765019833337995,1.0260191685031177,0.7663046222451568
lr,23,1.2764471972293907,0.6621353817522858,1.1297996270265762,0.9801040572206369,1.052715334135829,0.765019833337995,1.0260191685031177,0.7663046222451568
lr,24,1.2764471972293907,0.6621353817522858,1.1297996270265762,0.9801040572206369,1.052715334135829,0.765019833337995,1.0260191685031177,0.7663046222451568
lr,25,1.2764471972293907,0.6621353817522858,1.1297996270265762,0.9801040572206369,1.052715334135829,0.765019833337995,1.0260191685031177,0.7663046222451568
lr,26,1.2764471972293907,0.6621353817522858,1.1297996270265762,0.9801040572206369,1.052715334135829,0.765019833337995,1.0260191685031177,0.7663046222451568
lr,27,1.2764471972293907,0.6621353817522858,1.1297996270265762,0.9801040572206369,1.052715334135829,0.765019833337995,1.0260191685031177,0.7663046222451568
lr,28,1.2764471972293907,0.6621353817522858,1.1297996270265762,0.9801040572206369,1.052715334135829,0.765019833337995,1.0260191685031177,0.7663046222451568
lr,29,1.2764471972293907,0.6621353817522858,1.1297996270265762,0.9801040572206369,1.052715334135829,0.765019833337995,1.0260191685031177,0.7663046222451568
lr,30,1.2764471972293907,0.6621353817522858,1.1297996270265762,0.9801040572206369,1.052715334135829,0.765019833337995,1.0260191685031177,0.7663046222451568
lr,31,1.2764471972293907,0.6621353817522858,1.1297996270265762,0.9801040572206369,1.052715334135829,0.765019833337995,1.0260191685031177,0.7663046222451568
lr,32,1.2764471972293907,0.6621353817522858,1.1297996270265762,0.9801040572206369,1.052715334135829,0.765019833337995,1.0260191685031177,0.7663046222451568
lr,33,1.2764471972293907,0.6621353817522858,1.1297996270265762,0.9801040572206369,1.052715334135829,0.765019833337995,1.0260191685031177,0.7663046222451568
lr,34,1.2764471972293907,0.6621353817522858,1.1297996270265762,0.9801040572206369,1.052715334135829,0.765019833337995,1.0260191685031177,0.7663046222451568
lr,35,1.2764471972293907,0.6621353817522858,1.1297996270265762,0.9801040572206369,1.052715334135829,0.765019833337995,1.0260191685031177,0.7663046222451568
lr,36,1.2764471972293907,0.6621353817522858,1.1297996270265762,0.9801040572206369,1.052715334135829,0.765019833337995,1.0260191685031177,0.7663046222451568
lr,37,1.2764471972293907,0.6621353817522858,1.1297996270265762,0.9801040572206369,1.052715334135829,0.765019833337995,1.0260191685031177,0.7663046222451568
lr,38,1.2764471972293907,0.6621353817522858,1.1297996270265762,0.9801040572206369,1.052715334135829,0.765019833337995,1.0260191685031177,0.7663046222451568
lr,39,1.2764471972293907,0.6621353817522858,1.1297996270265762,0.9801040572206369,1.052715334135829,0.765019833337995,1.0260191685031177,0.7663046222451568
lr,40,1.2764471972293907,0.6621353817522858,1.1297996270265762,0.9801040572206369,1.052715334135829,0.765019833337995,1.0260191685031177,0.7663046222451568
lr,41,1.2764471972293907,0.6621353817522858,1.1297996270265762,0.9801040572206369,1.052715334135829,0.765019833337995,1.0260191685031177,0.7663046222451568
